Time,Operation,CPU,RAM
2022-12-30 00:17:57.896151,movies_start,10.4,60.2
2022-12-30 00:17:57.909174,movies_security_start,75.0,60.2
2022-12-30 00:17:57.931643,movies_security_end,66.7,60.3
2022-12-30 00:17:57.934664,movies_end,50.0,60.3
2022-12-30 00:17:57.942420,movies_start,100.0,60.3
2022-12-30 00:17:57.946258,movies_security_start,66.7,60.3
2022-12-30 00:17:57.959983,movies_security_end,80.0,60.3
2022-12-30 00:17:57.962867,movies_end,0.0,60.3
2022-12-30 00:17:57.971296,movies_start,100.0,60.3
2022-12-30 00:17:57.976125,movies_security_start,75.0,60.3
2022-12-30 00:17:57.988802,movies_security_end,100.0,60.3
2022-12-30 00:17:57.991345,movies_end,0.0,60.3
2022-12-30 00:17:57.998954,movies_start,100.0,60.3
2022-12-30 00:17:58.002492,movies_security_start,50.0,60.3
2022-12-30 00:17:58.015631,movies_security_end,75.0,60.4
2022-12-30 00:17:58.018198,movies_end,0.0,60.4
2022-12-30 00:17:58.024665,movies_start,100.0,60.3
2022-12-30 00:17:58.028021,movies_security_start,0.0,60.3
2022-12-30 00:17:58.041268,movies_security_end,60.0,60.3
2022-12-30 00:17:58.043933,movies_end,0.0,60.3
2022-12-30 00:17:58.051196,movies_start,100.0,60.3
2022-12-30 00:17:58.055210,movies_security_start,100.0,60.3
2022-12-30 00:17:58.066714,movies_security_end,80.0,60.4
2022-12-30 00:17:58.069265,movies_end,100.0,60.4
2022-12-30 00:17:58.075175,movies_start,100.0,60.4
2022-12-30 00:17:58.078803,movies_security_start,50.0,60.4
2022-12-30 00:17:58.098745,movies_security_end,83.3,60.4
2022-12-30 00:17:58.101505,movies_end,100.0,60.4
2022-12-30 00:17:58.107347,movies_start,100.0,60.4
2022-12-30 00:17:58.110735,movies_security_start,66.7,60.4
2022-12-30 00:17:58.122415,movies_security_end,66.7,60.4
2022-12-30 00:17:58.126163,movies_end,100.0,60.4
2022-12-30 00:17:58.136099,movies_start,50.0,60.4
2022-12-30 00:17:58.139643,movies_security_start,0.0,60.4
